problem type,unit demand,num aisles,num cells,num articles,alpha,random seed,num pick positions,GS MIP cost,GS MIP time cplex [ms],Netw MIP cost,Netw MIP time cplex [ms]
SPRP with Scattered Storage,true,50,180,15,10,38,500,418,14194.20,418,1528.92
SPRP with Scattered Storage,true,50,180,15,10,39,455,440,18059.30,440,4970.69
SPRP with Scattered Storage,true,50,180,15,10,40,466,266,3514.39,266,1840.15
SPRP with Scattered Storage,true,50,180,15,10,41,425,424,4218.05,424,4204.70
SPRP with Scattered Storage,true,50,180,15,10,42,417,492,32074,492,8861.42
SPRP with Scattered Storage,true,50,180,15,10,43,448,486,14621.80,486,8714.05
SPRP with Scattered Storage,true,50,180,15,10,44,427,436,4933.33,436,3159.59
SPRP with Scattered Storage,true,50,180,15,10,45,432,534,27419,534,2645.53
SPRP with Scattered Storage,true,50,180,15,10,46,482,480,42720.20,480,7479.24
SPRP with Scattered Storage,true,50,180,15,10,47,423,628,6736.31,628,2154.11
SPRP with Scattered Storage,true,50,180,15,10,48,425,510,12901.40,510,1461.95
SPRP with Scattered Storage,true,50,180,15,10,49,402,530,3476.58,530,3251.69
SPRP with Scattered Storage,true,50,180,30,10,0,892,656,26184.90,656,8807.97
SPRP with Scattered Storage,true,50,180,30,10,1,736,872,4117.63,872,2617.50
SPRP with Scattered Storage,true,50,180,30,10,2,1122,460,317443,460,103068
SPRP with Scattered Storage,true,50,180,30,10,3,1032,490,39916.70,490,8905.53
SPRP with Scattered Storage,true,50,180,30,10,4,893,652,20065.20,652,6252.23
SPRP with Scattered Storage,true,50,180,30,10,5,791,650,21271.10,650,4526.98
SPRP with Scattered Storage,true,50,180,30,10,6,941,568,53080.60,568,7573.59
SPRP with Scattered Storage,true,50,180,30,10,7,902,628,24442.40,628,7868.92
SPRP with Scattered Storage,true,50,180,30,10,8,949,606,7559.47,606,2692.94
SPRP with Scattered Storage,true,50,180,30,10,9,925,824,7560.80,824,4244.48
SPRP with Scattered Storage,true,50,180,30,10,10,806,570,11273.20,570,7813.43
SPRP with Scattered Storage,true,50,180,30,10,11,913,642,64161.90,642,10532
SPRP with Scattered Storage,true,50,180,30,10,12,939,534,26022.90,534,6477.15
SPRP with Scattered Storage,true,50,180,30,10,13,855,582,14543.70,582,4876.13
SPRP with Scattered Storage,true,50,180,30,10,14,996,572,80691.70,572,10283.10
SPRP with Scattered Storage,true,50,180,30,10,15,1002,486,45261,486,7909.39
SPRP with Scattered Storage,true,50,180,30,10,16,622,690,16210.50,690,1765.52
SPRP with Scattered Storage,true,50,180,30,10,17,883,578,104457,578,7942.65
SPRP with Scattered Storage,true,50,180,30,10,18,894,632,5980.91,632,4163.80
SPRP with Scattered Storage,true,50,180,30,10,19,889,666,28692.60,666,7704.17
SPRP with Scattered Storage,true,50,180,30,10,20,906,590,28679,590,6140.74
SPRP with Scattered Storage,true,50,180,30,10,21,923,634,78285.50,634,7859.16
SPRP with Scattered Storage,true,50,180,30,10,22,833,754,49827.60,754,7454.11
SPRP with Scattered Storage,true,50,180,30,10,23,1002,532,58779.10,532,9995.17
SPRP with Scattered Storage,true,50,180,30,10,24,827,876,29972.80,876,5077.29
SPRP with Scattered Storage,true,50,180,30,10,25,841,804,21872.80,804,3868.68
SPRP with Scattered Storage,true,50,180,30,10,26,900,642,66911.20,642,11083.70
SPRP with Scattered Storage,true,50,180,30,10,27,822,610,75371.90,610,8139.45
SPRP with Scattered Storage,true,50,180,30,10,28,868,558,45971.60,558,6901.70
SPRP with Scattered Storage,true,50,180,30,10,29,799,692,43833.70,692,6237.27
SPRP with Scattered Storage,true,50,180,30,10,30,736,730,12671.70,730,5396.45
SPRP with Scattered Storage,true,50,180,30,10,31,797,840,7307.75,840,5333.98
SPRP with Scattered Storage,true,50,180,30,10,32,857,766,1748.59,766,2469.71
SPRP with Scattered Storage,true,50,180,30,10,33,771,822,6257.82,822,3305.69
SPRP with Scattered Storage,true,50,180,30,10,34,846,988,8005.48,988,3177.20
SPRP with Scattered Storage,true,50,180,30,10,35,903,560,41833.40,560,8525.47
SPRP with Scattered Storage,true,50,180,30,10,36,799,778,33183.30,778,7117.55
SPRP with Scattered Storage,true,50,180,30,10,37,965,666,5409.68,666,6390.72
SPRP with Scattered Storage,true,50,180,30,10,38,986,586,54533.20,586,8313.16
SPRP with Scattered Storage,true,50,180,30,10,39,906,638,14755.70,638,9623.17
SPRP with Scattered Storage,true,50,180,30,10,40,914,586,29028.80,586,8349.16
SPRP with Scattered Storage,true,50,180,30,10,41,817,690,13622.90,690,6073.69
SPRP with Scattered Storage,true,50,180,30,10,42,845,622,2526.25,622,5319.59
SPRP with Scattered Storage,true,50,180,30,10,43,913,658,35971.20,658,9321.96
SPRP with Scattered Storage,true,50,180,30,10,44,758,680,7837.21,680,2325.07
SPRP with Scattered Storage,true,50,180,30,10,45,839,760,14230.10,760,2964.38
SPRP with Scattered Storage,true,50,180,30,10,46,832,816,17436.60,816,3935.03
SPRP with Scattered Storage,true,50,180,30,10,47,770,866,14830.90,866,6498.02
SPRP with Scattered Storage,true,50,180,30,10,48,964,586,59797.30,586,7360.84
SPRP with Scattered Storage,true,50,180,30,10,49,734,824,7477.39,824,4412.53
SPRP with Scattered Storage,false,50,30,3,10,0,93,134,3460.54,134,408.666
SPRP with Scattered Storage,false,50,30,3,10,1,95,80,2063.64,80,2403.68
SPRP with Scattered Storage,false,50,30,3,10,2,80,116,473.751,116,386.946
SPRP with Scattered Storage,false,50,30,3,10,3,99,102,2351.80,102,4959.15
SPRP with Scattered Storage,false,50,30,3,10,4,104,66,2441.32,66,10452.30
SPRP with Scattered Storage,false,50,30,3,10,5,100,80,2738,80,5245.87
SPRP with Scattered Storage,false,50,30,3,10,6,111,86,3196.56,86,3323.01
SPRP with Scattered Storage,false,50,30,3,10,7,50,132,2628.61,132,6946.29
SPRP with Scattered Storage,false,50,30,3,10,8,95,92,2767.60,92,3123.83
SPRP with Scattered Storage,false,50,30,3,10,9,109,68,2381.66,68,851.257
SPRP with Scattered Storage,false,50,30,3,10,10,119,52,2940.38,52,11263.80
SPRP with Scattered Storage,false,50,30,3,10,11,48,200,2654.71,200,1342.17
SPRP with Scattered Storage,false,50,30,3,10,12,101,74,2839.33,74,7740.71
SPRP with Scattered Storage,false,50,30,3,10,13,127,70,2833.23,70,4596.26
SPRP with Scattered Storage,false,50,30,3,10,14,111,72,3942.99,72,8657.32
SPRP with Scattered Storage,false,50,30,3,10,15,93,86,520.003,86,394.014
SPRP with Scattered Storage,false,50,30,3,10,16,117,88,3503.22,88,5074.97
SPRP with Scattered Storage,false,50,30,3,10,17,38,110,291.666,110,541.253
SPRP with Scattered Storage,false,50,30,3,10,18,127,52,4112.80,52,4098.63
SPRP with Scattered Storage,false,50,30,3,10,19,81,212,1748.01,212,270.003
SPRP with Scattered Storage,false,50,30,3,10,20,72,68,560.164,68,1212.53
SPRP with Scattered Storage,false,50,30,3,10,21,96,122,2127.26,122,2868.47
SPRP with Scattered Storage,false,50,30,3,10,22,50,178,1625.28,178,1518.97
SPRP with Scattered Storage,false,50,30,3,10,23,71,132,1341.06,132,1707.63
SPRP with Scattered Storage,false,50,30,3,10,24,101,98,2769.19,98,4022.92
SPRP with Scattered Storage,false,50,30,3,10,25,114,96,3156.40,96,6721.04
SPRP with Scattered Storage,false,50,30,3,10,26,94,92,4089.12,92,1465.06
SPRP with Scattered Storage,false,50,30,3,10,27,119,92,3843.43,92,7586.98
SPRP with Scattered Storage,false,50,30,3,10,28,116,78,2389.64,78,3188.97
SPRP with Scattered Storage,false,50,30,3,10,29,106,102,1889.39,102,6903.37
SPRP with Scattered Storage,false,50,30,3,10,30,114,50,2188.31,50,493.69
SPRP with Scattered Storage,false,50,30,3,10,31,115,76,2443.27,76,3686.98
SPRP with Scattered Storage,false,50,30,3,10,32,105,80,2885.62,80,6286.25
SPRP with Scattered Storage,false,50,30,3,10,33,34,232,1979.35,232,1117.42
SPRP with Scattered Storage,false,50,30,3,10,34,89,52,2395,52,1886.58
SPRP with Scattered Storage,false,50,30,3,10,35,79,158,1422.17,158,10342.60
SPRP with Scattered Storage,false,50,30,3,10,36,113,56,2146.07,56,2117.98
SPRP with Scattered Storage,false,50,30,3,10,37,107,94,3488.75,94,4235.04
SPRP with Scattered Storage,false,50,30,3,10,38,45,138,1417.58,138,2089.29
SPRP with Scattered Storage,false,50,30,3,10,39,54,274,5678.04,274,3244.78
SPRP with Scattered Storage,false,50,30,3,10,40,75,54,2114.38,54,288.308
SPRP with Scattered Storage,false,50,30,3,10,41,126,66,2482.05,66,6426.40
SPRP with Scattered Storage,false,50,30,3,10,42,104,56,2086.70,56,565.644
SPRP with Scattered Storage,false,50,30,3,10,43,77,72,519.444,72,284.558
SPRP with Scattered Storage,false,50,30,3,10,44,73,116,3252.87,116,4743.72
SPRP with Scattered Storage,false,50,30,3,10,45,133,60,2616.92,60,5900.99
SPRP with Scattered Storage,false,50,30,3,10,46,82,92,517.489,92,362.44
SPRP with Scattered Storage,false,50,30,3,10,47,108,92,2757.86,92,3786.98
SPRP with Scattered Storage,false,50,30,3,10,48,40,160,2377.62,160,1276.43
SPRP with Scattered Storage,false,50,30,3,10,49,111,56,3691.96,56,3761.77
SPRP with Scattered Storage,false,50,30,7,10,0,213,146,2834.92,146,2515.90
SPRP with Scattered Storage,false,50,30,7,10,1,218,170,2690.86,170,16060.70
SPRP with Scattered Storage,false,50,30,7,10,2,156,336,4039.65,336,509.47
SPRP with Scattered Storage,false,50,30,7,10,3,224,154,4014.76,154,9623.71
SPRP with Scattered Storage,false,50,30,7,10,4,146,288,2087.83,288,549.835
SPRP with Scattered Storage,false,50,30,7,10,5,231,126,5657.26,126,8470.32
SPRP with Scattered Storage,false,50,30,7,10,6,186,138,2242.67,138,810.741
SPRP with Scattered Storage,false,50,30,7,10,7,168,158,5418.79,158,6376.85
SPRP with Scattered Storage,false,50,30,7,10,8,249,118,6442.75,118,5572.73
SPRP with Scattered Storage,false,50,30,7,10,9,261,68,1243.06,68,2747.67
SPRP with Scattered Storage,false,50,30,7,10,10,197,112,1785.87,112,763.488
SPRP with Scattered Storage,false,50,30,7,10,11,185,208,5217.46,208,904.957
SPRP with Scattered Storage,false,50,30,7,10,12,186,134,4677.26,134,6274.19
SPRP with Scattered Storage,false,50,30,7,10,13,260,126,5479.65,126,5367.77
SPRP with Scattered Storage,false,50,30,7,10,14,213,142,4365.96,142,4456.17
SPRP with Scattered Storage,false,50,30,7,10,15,247,118,5188.01,118,3071.07
SPRP with Scattered Storage,false,50,30,7,10,16,265,136,4779.19,136,6200.67
SPRP with Scattered Storage,false,50,30,7,10,17,144,152,2176.34,152,451.903
SPRP with Scattered Storage,false,50,30,7,10,18,237,88,5384.57,88,2823.87
SPRP with Scattered Storage,false,50,30,7,10,19,164,314,7284.08,314,487.894
SPRP with Scattered Storage,false,50,30,7,10,20,164,192,4427.82,192,2668.31
SPRP with Scattered Storage,false,50,30,7,10,21,213,198,2977.74,198,4405.68
SPRP with Scattered Storage,false,50,30,7,10,22,188,180,1382.12,180,2463.15
SPRP with Scattered Storage,false,50,30,7,10,23,142,174,1184.76,174,7467.30
SPRP with Scattered Storage,false,50,30,7,10,24,238,150,3532.96,150,2900.30
SPRP with Scattered Storage,false,50,30,7,10,25,258,116,5238.03,116,9316.55
SPRP with Scattered Storage,false,50,30,7,10,26,203,210,5139.82,210,2591.03
SPRP with Scattered Storage,false,50,30,7,10,27,192,366,5767.29,366,759.609
SPRP with Scattered Storage,false,50,30,7,10,28,252,132,7772.34,132,6454.32
SPRP with Scattered Storage,false,50,30,7,10,29,233,140,4796.92,140,2585.40
SPRP with Scattered Storage,false,50,30,7,10,30,157,352,2746.99,352,545.122
SPRP with Scattered Storage,false,50,30,7,10,31,237,102,3813.82,102,17476.70
SPRP with Scattered Storage,false,50,30,7,10,32,280,112,4011.89,112,7624.85
SPRP with Scattered Storage,false,50,30,7,10,33,115,326,1104.98,326,865.114
SPRP with Scattered Storage,false,50,30,7,10,34,185,214,1678.10,214,542.843
SPRP with Scattered Storage,false,50,30,7,10,35,233,170,2041.15,170,8308.03
SPRP with Scattered Storage,false,50,30,7,10,36,231,134,4560.87,134,2327.84
SPRP with Scattered Storage,false,50,30,7,10,37,192,220,5826.56,220,6269.79
SPRP with Scattered Storage,false,50,30,7,10,38,134,254,1239.32,254,390.907
SPRP with Scattered Storage,false,50,30,7,10,39,185,286,12346.60,286,3411.17
SPRP with Scattered Storage,false,50,30,7,10,40,204,254,8212.01,254,2333.17
SPRP with Scattered Storage,false,50,30,7,10,41,201,268,3418.99,268,877.013
SPRP with Scattered Storage,false,50,30,7,10,42,255,106,4740.72,106,7982.71
SPRP with Scattered Storage,false,50,30,7,10,43,137,174,2082.67,174,623.005
SPRP with Scattered Storage,false,50,30,7,10,44,165,162,2643.93,162,734.332
SPRP with Scattered Storage,false,50,30,7,10,45,207,316,628.61,316,1682.67
SPRP with Scattered Storage,false,50,30,7,10,46,222,136,6029.85,136,4610.80
SPRP with Scattered Storage,false,50,30,7,10,47,234,248,5550.17,248,3472.72
SPRP with Scattered Storage,false,50,30,7,10,48,174,182,2105.37,182,1472.11
SPRP with Scattered Storage,false,50,30,7,10,49,206,280,3216.80,280,778.085
SPRP with Scattered Storage,false,50,30,15,10,0,447,194,5631.57,194,12524.70
SPRP with Scattered Storage,false,50,30,15,10,1,380,370,6301.26,370,4427.59
SPRP with Scattered Storage,false,50,30,15,10,2,406,370,5584.08,370,2529.50
SPRP with Scattered Storage,false,50,30,15,10,3,528,162,8115.23,162,25442.80
SPRP with Scattered Storage,false,50,30,15,10,4,362,350,12564,350,7277.59
SPRP with Scattered Storage,false,50,30,15,10,5,466,202,6134.10,202,10017
SPRP with Scattered Storage,false,50,30,15,10,6,374,314,5006.92,314,9527.13
SPRP with Scattered Storage,false,50,30,15,10,7,391,310,5451.05,310,3656.31
SPRP with Scattered Storage,false,50,30,15,10,8,516,158,6892.41,158,49940.80
SPRP with Scattered Storage,false,50,30,15,10,9,494,158,12210.60,158,22400.90
SPRP with Scattered Storage,false,50,30,15,10,10,360,276,7792.09,276,3116.53
SPRP with Scattered Storage,false,50,30,15,10,11,438,240,5173.63,240,4827.83
SPRP with Scattered Storage,false,50,30,15,10,12,367,324,3647.35,324,1791.85
SPRP with Scattered Storage,false,50,30,15,10,13,497,192,9924.02,192,11654.80
SPRP with Scattered Storage,false,50,30,15,10,14,415,384,6701.88,384,8782.46
SPRP with Scattered Storage,false,50,30,15,10,15,387,426,23673.40,426,6537.54
SPRP with Scattered Storage,false,50,30,15,10,16,516,222,14089.10,222,24211.60
SPRP with Scattered Storage,false,50,30,15,10,17,362,222,3697.59,222,8495.72
SPRP with Scattered Storage,false,50,30,15,10,18,359,362,5122.71,362,2590.70
SPRP with Scattered Storage,false,50,30,15,10,19,381,366,1971.29,366,3010.29
SPRP with Scattered Storage,false,50,30,15,10,20,419,258,7084.64,258,30925
SPRP with Scattered Storage,false,50,30,15,10,21,379,302,4343.91,302,8456.71
SPRP with Scattered Storage,false,50,30,15,10,22,442,282,2950.09,282,11122.70
SPRP with Scattered Storage,false,50,30,15,10,23,366,310,4609.23,310,5101.13
SPRP with Scattered Storage,false,50,30,15,10,24,481,190,8916.39,190,22275.90
SPRP with Scattered Storage,false,50,30,15,10,25,415,358,6349.54,358,3673.02
SPRP with Scattered Storage,false,50,30,15,10,26,424,274,6450.87,274,18529.60
SPRP with Scattered Storage,false,50,30,15,10,27,376,400,14552.10,400,3965.23
SPRP with Scattered Storage,false,50,30,15,10,28,424,242,1844.98,242,3511.44
SPRP with Scattered Storage,false,50,30,15,10,29,384,392,3041.69,392,2892.50
SPRP with Scattered Storage,false,50,30,15,10,30,456,364,10369.20,364,4554.27
SPRP with Scattered Storage,false,50,30,15,10,31,437,294,9116.98,294,6195.34
SPRP with Scattered Storage,false,50,30,15,10,32,429,264,6839.82,264,8039.31
SPRP with Scattered Storage,false,50,30,15,10,33,404,330,2412.27,330,11471.80
SPRP with Scattered Storage,false,50,30,15,10,34,367,316,7512.80,316,7480.60
SPRP with Scattered Storage,false,50,30,15,10,35,466,228,7298.66,228,16735.10
SPRP with Scattered Storage,false,50,30,15,10,36,497,210,5253.56,210,10149.50
SPRP with Scattered Storage,false,50,30,15,10,37,362,276,3237.40,276,9608.39
SPRP with Scattered Storage,false,50,30,15,10,38,401,294,2270.97,294,3559.53
SPRP with Scattered Storage,false,50,30,15,10,39,386,330,7197.22,330,10489.40
SPRP with Scattered Storage,false,50,30,15,10,40,478,284,9400.54,284,17447.60
SPRP with Scattered Storage,false,50,30,15,10,41,358,312,6277.78,312,3111.39
SPRP with Scattered Storage,false,50,30,15,10,42,440,354,5321.62,354,6259.14
SPRP with Scattered Storage,false,50,30,15,10,43,339,368,3178.11,368,2529.07
SPRP with Scattered Storage,false,50,30,15,10,44,378,268,3317.32,268,4296.74
SPRP with Scattered Storage,false,50,30,15,10,45,418,364,3479.01,364,2966.59
SPRP with Scattered Storage,false,50,30,15,10,46,463,188,15310.40,188,41157.70
SPRP with Scattered Storage,false,50,30,15,10,47,507,292,6184.56,292,3494.89
SPRP with Scattered Storage,false,50,30,15,10,48,389,280,2612.37,280,2379.56
SPRP with Scattered Storage,false,50,30,15,10,49,429,380,5897.82,380,4532.37
SPRP with Scattered Storage,false,50,30,30,10,0,802,386,33418.30,386,9700.65
SPRP with Scattered Storage,false,50,30,30,10,1,788,416,7320.83,416,11613.50
SPRP with Scattered Storage,false,50,30,30,10,2,754,490,15666.80,490,13237.40
SPRP with Scattered Storage,false,50,30,30,10,3,855,356,13836.20,356,53795.30
SPRP with Scattered Storage,false,50,30,30,10,4,683,482,3900.32,482,9106.57
SPRP with Scattered Storage,false,50,30,30,10,5,865,322,7030.32,322,16852.50
SPRP with Scattered Storage,false,50,30,30,10,6,809,374,19278.90,374,34800.50
SPRP with Scattered Storage,false,50,30,30,10,7,733,434,7707.08,434,12073.20
SPRP with Scattered Storage,false,50,30,30,10,8,884,388,33475.10,388,17756.30
SPRP with Scattered Storage,false,50,30,30,10,9,787,378,5325.92,378,5984.75
SPRP with Scattered Storage,false,50,30,30,10,10,694,386,8058.09,386,11848.40
SPRP with Scattered Storage,false,50,30,30,10,11,866,396,26453.50,396,14853.80
SPRP with Scattered Storage,false,50,30,30,10,12,715,486,8883.17,486,29814.60
SPRP with Scattered Storage,false,50,30,30,10,13,846,388,6396.41,388,13337.40
SPRP with Scattered Storage,false,50,30,30,10,14,845,452,94548.30,452,36907.40
SPRP with Scattered Storage,false,50,30,30,10,15,676,494,8495,494,14722.10
SPRP with Scattered Storage,false,50,30,30,10,16,834,396,10546.20,396,14890.80
SPRP with Scattered Storage,false,50,30,30,10,17,737,366,7210.70,366,15111.30
SPRP with Scattered Storage,false,50,30,30,10,18,809,468,3741.09,468,5349.15
SPRP with Scattered Storage,false,50,30,30,10,19,847,442,37789.10,442,16214.50
SPRP with Scattered Storage,false,50,30,30,10,20,804,404,19529.60,404,19758.20
SPRP with Scattered Storage,false,50,30,30,10,21,798,356,12691.70,356,10701.40
SPRP with Scattered Storage,false,50,30,30,10,22,681,452,11383.30,452,11254.10
SPRP with Scattered Storage,false,50,30,30,10,23,874,328,8667.94,328,13286.90
SPRP with Scattered Storage,false,50,30,30,10,24,795,406,10753.90,406,17460.40
SPRP with Scattered Storage,false,50,30,30,10,25,681,580,2975.92,580,8645.96
SPRP with Scattered Storage,false,50,30,30,10,26,780,420,13192.20,420,20264.70
SPRP with Scattered Storage,false,50,30,30,10,27,761,446,7775.41,446,11495.90
SPRP with Scattered Storage,false,50,30,30,10,28,739,398,3352.51,398,9778.94
SPRP with Scattered Storage,false,50,30,30,10,29,743,468,5125.93,468,10112.50
SPRP with Scattered Storage,false,50,30,30,10,30,762,518,17935,518,10111.60
SPRP with Scattered Storage,false,50,30,30,10,31,820,412,5916.85,412,7509.43
SPRP with Scattered Storage,false,50,30,30,10,32,855,316,9032.13,316,14562.10
SPRP with Scattered Storage,false,50,30,30,10,33,778,480,10039,480,14628.70
SPRP with Scattered Storage,false,50,30,30,10,34,839,364,18388.20,364,27343.70
SPRP with Scattered Storage,false,50,30,30,10,35,761,338,10115.70,338,11945.10
SPRP with Scattered Storage,false,50,30,30,10,36,906,362,8583.43,362,21448.90
SPRP with Scattered Storage,false,50,30,30,10,37,687,406,4229.24,406,8099.66
SPRP with Scattered Storage,false,50,30,30,10,38,790,412,6308.04,412,13662.80
SPRP with Scattered Storage,false,50,30,30,10,39,764,378,12019.30,378,18814.80
SPRP with Scattered Storage,false,50,30,30,10,40,861,344,33186.40,344,74961.30
SPRP with Scattered Storage,false,50,30,30,10,41,697,426,4846.89,426,19613.60
SPRP with Scattered Storage,false,50,30,30,10,42,830,476,11654.20,476,16546.30
SPRP with Scattered Storage,false,50,30,30,10,43,657,476,5688.26,476,11023.90
SPRP with Scattered Storage,false,50,30,30,10,44,728,406,9698.77,406,50242.50
SPRP with Scattered Storage,false,50,30,30,10,45,879,424,15980.20,424,11625.80
SPRP with Scattered Storage,false,50,30,30,10,46,835,298,25231.10,298,15006.60
SPRP with Scattered Storage,false,50,30,30,10,47,853,364,12630.20,364,13069.70
SPRP with Scattered Storage,false,50,30,30,10,48,764,376,4252.32,376,13716.90
SPRP with Scattered Storage,false,50,30,30,10,49,712,506,6491.52,506,16139.80
SPRP with Scattered Storage,false,50,60,3,10,0,122,192,7293.53,192,5163.20
SPRP with Scattered Storage,false,50,60,3,10,1,88,82,398.189,82,428.847
SPRP with Scattered Storage,false,50,60,3,10,2,118,130,4972.29,130,2818.95
SPRP with Scattered Storage,false,50,60,3,10,3,84,166,6199.47,166,3730.11
SPRP with Scattered Storage,false,50,60,3,10,4,131,146,3809.83,146,3597.94
SPRP with Scattered Storage,false,50,60,3,10,5,76,220,1191.97,220,297.377
SPRP with Scattered Storage,false,50,60,3,10,6,70,130,466.091,130,264.147
SPRP with Scattered Storage,false,50,60,3,10,7,68,202,4129.74,202,2182.70
SPRP with Scattered Storage,false,50,60,3,10,8,120,74,3963.14,74,6313.25
SPRP with Scattered Storage,false,50,60,3,10,9,15,334,403.654,334,303.51
SPRP with Scattered Storage,false,50,60,3,10,10,78,126,1058.48,126,2136.73
SPRP with Scattered Storage,false,50,60,3,10,11,38,308,3133.18,308,158.926
SPRP with Scattered Storage,false,50,60,3,10,12,126,92,1487.83,92,2065.22
SPRP with Scattered Storage,false,50,60,3,10,13,113,120,3596.64,120,3468.55
SPRP with Scattered Storage,false,50,60,3,10,14,115,128,4018.21,128,7365.75
SPRP with Scattered Storage,false,50,60,3,10,15,122,130,3799.08,130,6811.09
SPRP with Scattered Storage,false,50,60,3,10,16,77,260,2969.80,260,226.482
SPRP with Scattered Storage,false,50,60,3,10,17,110,126,5179.05,126,2593.56
SPRP with Scattered Storage,false,50,60,3,10,18,120,116,5772.29,116,2808.04
SPRP with Scattered Storage,false,50,60,3,10,19,77,138,1632.79,138,235.044
SPRP with Scattered Storage,false,50,60,3,10,20,123,128,3165.87,128,5496.22
SPRP with Scattered Storage,false,50,60,3,10,21,78,260,9595.94,260,3086.86
SPRP with Scattered Storage,false,50,60,3,10,22,45,252,3028.11,252,2519.01
SPRP with Scattered Storage,false,50,60,3,10,23,103,88,2763.72,88,2243.56
SPRP with Scattered Storage,false,50,60,3,10,24,99,136,3666.22,136,3132.22
SPRP with Scattered Storage,false,50,60,3,10,25,100,56,502.077,56,434.543
SPRP with Scattered Storage,false,50,60,3,10,26,78,320,14958.20,320,431.133
SPRP with Scattered Storage,false,50,60,3,10,27,96,140,2617.76,140,2151.98
SPRP with Scattered Storage,false,50,60,3,10,28,94,120,3082.41,120,1088.76
SPRP with Scattered Storage,false,50,60,3,10,29,38,368,3626.53,368,461.359
SPRP with Scattered Storage,false,50,60,3,10,30,90,234,5309.17,234,2771.28
SPRP with Scattered Storage,false,50,60,3,10,31,126,88,3645.63,88,4841.37
SPRP with Scattered Storage,false,50,60,3,10,32,74,110,2964.89,110,1560.60
SPRP with Scattered Storage,false,50,60,3,10,33,80,154,2912.42,154,1907.09
SPRP with Scattered Storage,false,50,60,3,10,34,38,306,2107.30,306,459.369
SPRP with Scattered Storage,false,50,60,3,10,35,133,60,1200.54,60,2070.68
SPRP with Scattered Storage,false,50,60,3,10,36,83,148,3802.56,148,3589.56
SPRP with Scattered Storage,false,50,60,3,10,37,115,134,3315.97,134,4197.66
SPRP with Scattered Storage,false,50,60,3,10,38,71,216,3771.81,216,349.596
SPRP with Scattered Storage,false,50,60,3,10,39,66,290,5151.33,290,2159.30
SPRP with Scattered Storage,false,50,60,3,10,40,103,140,6186.67,140,3206.73
SPRP with Scattered Storage,false,50,60,3,10,41,80,136,3751.81,136,608.784
SPRP with Scattered Storage,false,50,60,3,10,42,81,274,669.052,274,227.677
SPRP with Scattered Storage,false,50,60,3,10,43,49,344,961.2,344,574.105
SPRP with Scattered Storage,false,50,60,3,10,44,129,108,2782.58,108,2804.20
SPRP with Scattered Storage,false,50,60,3,10,45,118,152,7713.86,152,5217.19
SPRP with Scattered Storage,false,50,60,3,10,46,63,152,2471.39,152,1981.55
SPRP with Scattered Storage,false,50,60,3,10,47,115,166,5322.59,166,1562.61
SPRP with Scattered Storage,false,50,60,3,10,48,69,266,1087.35,266,276.666
SPRP with Scattered Storage,false,50,60,3,10,49,96,134,4483.07,134,993.774
SPRP with Scattered Storage,false,50,60,7,10,0,248,212,13246.20,212,7201.59
SPRP with Scattered Storage,false,50,60,7,10,1,240,180,10753.10,180,5207.05
SPRP with Scattered Storage,false,50,60,7,10,2,238,254,2130.18,254,2385.57
SPRP with Scattered Storage,false,50,60,7,10,3,205,172,5013.47,172,4356.63
SPRP with Scattered Storage,false,50,60,7,10,4,286,170,10375.80,170,7207.95
SPRP with Scattered Storage,false,50,60,7,10,5,185,248,1275.85,248,1064.75
SPRP with Scattered Storage,false,50,60,7,10,6,211,224,4512.61,224,6958.23
SPRP with Scattered Storage,false,50,60,7,10,7,193,270,4552.61,270,7649.48
SPRP with Scattered Storage,false,50,60,7,10,8,203,200,14155.20,200,13813.10
SPRP with Scattered Storage,false,50,60,7,10,9,195,338,2436.32,338,655.146
SPRP with Scattered Storage,false,50,60,7,10,10,228,156,3360.50,156,4129.09
SPRP with Scattered Storage,false,50,60,7,10,11,174,322,3195.58,322,613.636
SPRP with Scattered Storage,false,50,60,7,10,12,278,178,9093.71,178,4459.33
SPRP with Scattered Storage,false,50,60,7,10,13,252,180,6392.54,180,5874.72
SPRP with Scattered Storage,false,50,60,7,10,14,238,212,818.105,212,3707.58
SPRP with Scattered Storage,false,50,60,7,10,15,243,204,2504.62,204,7091.08
SPRP with Scattered Storage,false,50,60,7,10,16,200,332,8650.37,332,890.837
SPRP with Scattered Storage,false,50,60,7,10,17,236,186,5799.32,186,3278.23
SPRP with Scattered Storage,false,50,60,7,10,18,195,244,6085.39,244,657.278
SPRP with Scattered Storage,false,50,60,7,10,19,246,168,1651.71,168,2729.53
SPRP with Scattered Storage,false,50,60,7,10,20,177,270,10274,270,1511.90
SPRP with Scattered Storage,false,50,60,7,10,21,212,296,12285,296,5454.37
SPRP with Scattered Storage,false,50,60,7,10,22,144,342,2545.45,342,2015.97
SPRP with Scattered Storage,false,50,60,7,10,23,185,284,8844.46,284,4133.87
SPRP with Scattered Storage,false,50,60,7,10,24,232,326,3529.95,326,2318.35
SPRP with Scattered Storage,false,50,60,7,10,25,250,120,3535.79,120,2947.15
SPRP with Scattered Storage,false,50,60,7,10,26,248,324,27706.60,324,1653.13
SPRP with Scattered Storage,false,50,60,7,10,27,209,204,6672.16,204,1933.99
SPRP with Scattered Storage,false,50,60,7,10,28,203,228,6902.56,228,5490.67
